File name,Coverage percent
Jsoup.java,38.983050847457626
StringUtil.java,49.48453608247423
Validate.java,44.44444444444444
Attribute.java,34.146341463414636
Attributes.java,51.5527950310559
Comment.java,57.14285714285714
Document.java,41.66666666666667
Element.java,46.400000000000006
Entities.java,53.37078651685393
Node.java,54.38066465256798
TextNode.java,28.40909090909091
CharacterReader.java,48.49624060150376
HtmlTreeBuilder.java,49.583333333333336
HtmlTreeBuilderState.java,41.55642023346304
ParseErrorList.java,25.0
ParseSettings.java,50.0
Parser.java,36.36363636363637
Tag.java,40.7185628742515
Token.java,49.034749034749034
TokenQueue.java,41.7989417989418
Tokeniser.java,58.1151832460733
TokeniserState.java,40.90560245587106
TreeBuilder.java,56.60377358490566
Collector.java,44.44444444444444
CombiningEvaluator.java,50.0
Elements.java,48.1651376146789
Evaluator.java,30.048076923076923
NodeTraversor.java,57.692307692307686
QueryParser.java,70.89201877934272
Selector.java,56.25
StructuralEvaluator.java,40.42553191489361
BooleanAttribute.java,37.5
DataNode.java,29.629629629629626
DataUtil.java,47.183098591549296
W3CDom.java,56.70103092783505
DocumentType.java,46.666666666666664
FormElement.java,48.93617021276596
Connection.java,4.464285714285714
HttpConnection.java,20.18970189701897
Cleaner.java,66.25
Whitelist.java,53.71621621621622
XmlDeclaration.java,61.53846153846154
ParseError.java,42.857142857142854
XmlTreeBuilder.java,65.11627906976744
