File name,Coverage percent
Jsoup.java,42.10526315789473
ChangeNotifyingArrayList.java,30.0
StringUtil.java,44.0
Validate.java,50.0
Normalizer.java,12.5
Attributes.java,48.333333333333336
Comment.java,52.17391304347826
Document.java,41.92307692307693
Element.java,46.09375
Entities.java,55.67567567567567
LeafNode.java,32.25806451612903
Node.java,51.64179104477612
TextNode.java,30.158730158730158
CharacterReader.java,50.9493670886076
HtmlTreeBuilder.java,49.796747967479675
HtmlTreeBuilderState.java,42.30171073094868
ParseErrorList.java,25.0
ParseSettings.java,50.0
Parser.java,36.470588235294116
Tag.java,39.263803680981596
Token.java,48.375451263537904
TokenQueue.java,41.75257731958763
Tokeniser.java,57.77777777777777
TokeniserState.java,47.32415902140673
TreeBuilder.java,57.407407407407405
Collector.java,46.2962962962963
CombiningEvaluator.java,50.0
Elements.java,46.52014652014652
Evaluator.java,31.15124153498871
NodeTraversor.java,59.70149253731343
QueryParser.java,71.11111111111111
Selector.java,52.83018867924528
StructuralEvaluator.java,40.42553191489361
Attribute.java,36.89320388349515
BooleanAttribute.java,25.0
DataNode.java,28.57142857142857
DocumentType.java,36.84210526315789
NodeFilter.java,60.0
Connection.java,4.958677685950414
DataUtil.java,50.72463768115942
HttpConnection.java,43.542857142857144
ConstrainableInputStream.java,38.57142857142858
W3CDom.java,58.16326530612245
FormElement.java,50.98039215686274
CDataNode.java,52.38095238095239
ParseError.java,42.857142857142854
Cleaner.java,66.66666666666666
Whitelist.java,55.00000000000001
XmlDeclaration.java,54.761904761904766
XmlTreeBuilder.java,61.79775280898876
PseudoTextElement.java,44.44444444444444
