File name,Coverage percent
Jsoup.java,42.10526315789473
ChangeNotifyingArrayList.java,30.0
Validate.java,46.15384615384615
Normalizer.java,9.090909090909092
StringUtil.java,47.65625
Attributes.java,47.87644787644788
Comment.java,48.78048780487805
Document.java,42.54545454545455
Element.java,45.17087667161962
Entities.java,55.67567567567567
EntitiesData.java,40.0
LeafNode.java,35.2112676056338
Node.java,53.50140056022409
TextNode.java,31.818181818181817
CharacterReader.java,52.73775216138329
HtmlTreeBuilder.java,49.898989898989896
HtmlTreeBuilderState.java,42.57964257964258
ParseErrorList.java,25.0
ParseSettings.java,44.44444444444444
Parser.java,38.20224719101123
Tag.java,39.02439024390244
Token.java,48.375451263537904
TokenQueue.java,41.75257731958763
Tokeniser.java,57.073170731707314
TokeniserState.java,47.878787878787875
TreeBuilder.java,57.377049180327866
Collector.java,46.2962962962963
CombiningEvaluator.java,50.0
Elements.java,46.52014652014652
Evaluator.java,31.096196868008946
NodeTraversor.java,59.70149253731343
QueryParser.java,71.36563876651982
Selector.java,52.83018867924528
StructuralEvaluator.java,41.48936170212766
Attribute.java,38.46153846153847
BooleanAttribute.java,25.0
DataNode.java,25.806451612903224
DocumentType.java,41.53846153846154
NodeUtils.java,20.0
NodeFilter.java,60.0
ParseError.java,52.38095238095239
Connection.java,4.958677685950414
HttpStatusException.java,38.88888888888889
UnsupportedMimeTypeException.java,22.22222222222222
DataUtil.java,54.22535211267606
HttpConnection.java,47.87735849056604
ConstrainableInputStream.java,38.57142857142858
W3CDom.java,57.14285714285714
FormElement.java,48.148148148148145
CDataNode.java,45.83333333333333
Cleaner.java,66.66666666666666
Whitelist.java,55.51839464882943
XmlDeclaration.java,51.11111111111111
XmlTreeBuilder.java,61.36363636363637
PseudoTextElement.java,44.44444444444444
