File name,Coverage percent
DisplaySetting.java,62.16216216216216
ArgumentBuilder.java,46.2962962962963
DefaultOptionBuilder.java,47.72727272727273
GroupBuilder.java,51.162790697674424
CommandLineImpl.java,33.84615384615385
Parser.java,64.40677966101694
WriteableCommandLineImpl.java,46.45669291338583
ArgumentImpl.java,45.5026455026455
DefaultOption.java,52.04081632653062
GroupImpl.java,48.04270462633452
OptionImpl.java,38.82352941176471
ParentImpl.java,42.10526315789473
PropertyOption.java,45.1219512195122
ResourceHelper.java,47.368421052631575
HelpFormatter.java,55.47945205479452
DateValidator.java,38.297872340425535
OptionException.java,58.82352941176471
HelpLineImpl.java,42.42424242424242
SourceDestArgument.java,55.10204081632652
InvalidArgumentException.java,40.0
PatternBuilder.java,47.95918367346938
FileValidator.java,54.54545454545454
CommandBuilder.java,48.275862068965516
Command.java,55.55555555555556
ClassValidator.java,45.45454545454545
SwitchBuilder.java,29.87012987012987
Switch.java,46.15384615384615
Comparators.java,31.693989071038253
DefaultingCommandLine.java,54.25531914893617
EnumValidator.java,42.5
NumberValidator.java,46.666666666666664
PreferencesCommandLine.java,38.297872340425535
PropertiesCommandLine.java,44.44444444444444
UrlValidator.java,56.25
